ResUnitStatus
Property_Code,Ref_Property_ID,StartDate,EndDate,Unit_Code,Date,Status,Tenant_Code,Ext_Ref_Tenant_Id,ApplyDate,ApproveDate,SignDate,MoveInDate,MoveOutDate,LeaseFromDate,LeaseToDate,NoticeDate,AvailableDate,RentReady,VacantDate,ReadyDate,Ref_Unit_Id
"cove",,08/28/2015,01/07/2016,"004-CHAN",08/28/2015,"Occupied No Notice","t0007838",,08/28/2015,08/28/2015,08/28/2015,08/28/2015,,08/28/2015,09/27/2016,,,-1,02/08/2016,08/28/2015,
"lark",,08/28/2015,09/02/2015,"270-0288",08/29/2015,"Vacant Unrented Not Ready","t0613920",,11/29/2014,11/29/2014,12/06/2014,01/26/2015,08/28/2015,01/26/2015,07/25/2015,07/29/2015,08/28/2015,0,08/28/2015,08/28/2015,
"lark",,08/29/2015,09/08/2015,"190-2115",08/29/2015,"Vacant Unrented Not Ready","t0614000",,11/29/2014,11/29/2014,11/29/2014,12/22/2014,08/29/2015,12/22/2014,02/21/2016,07/25/2015,08/29/2015,0,08/29/2015,08/29/2015,
"lark",,08/29/2015,09/02/2015,"180-2246",08/29/2015,"Vacant Unrented Ready","t0002715",,05/13/2014,05/13/2014,05/13/2014,05/31/2014,06/30/2015,05/31/2014,06/30/2015,06/05/2015,06/30/2015,-1,06/30/2015,06/30/2015,
"lark",,08/29/2015,08/29/2015,"300-0118",08/29/2015,"Vacant Rented Ready","t0624399",,08/16/2015,08/18/2015,08/19/2015,09/03/2015,,09/03/2015,09/02/2016,,,-1,08/03/2015,08/17/2015,
"cove",,08/27/2015,08/08/2016,"045-BARB",08/29/2015,"Occupied No Notice","t0623946",,08/20/2015,08/20/2015,08/20/2015,08/27/2015,,08/27/2015,09/26/2016,,,-1,08/11/2016,07/02/2015,
"cove",,08/29/2015,08/29/2015,"021-SEAD",08/29/2015,"Notice Unrented","t0615905",,04/04/2015,04/04/2015,04/04/2015,04/18/2015,08/31/2015,04/18/2015,05/17/2016,08/29/2015,09/28/2015,0,08/31/2015,08/31/2015,
"cove",,08/29/2015,09/02/2015,"001-CHAN",08/29/2015,"Vacant Rented Ready","t0625196",,08/28/2015,08/29/2015,,09/12/2015,,09/12/2015,09/11/2016,,,-1,08/28/2015,08/28/2015,
"lark",,08/29/2015,10/01/2015,"190-2111",08/29/2015,"Notice Unrented","tn145067",,07/09/2013,,07/09/2013,07/12/2013,10/02/2015,07/12/2014,10/11/2014,08/29/2015,09/30/2015,0,10/02/2015,10/02/2015,
"cove",,08/29/2015,08/30/2015,"021-SEAD",08/29/2015,"Notice Rented","t0007840",,08/29/2015,08/29/2015,,09/08/2015,,09/08/2015,09/07/2016,,,0,08/31/2015,08/31/2015,
"lark",,08/29/2015,09/29/2015,"500-0224",08/29/2015,"Notice Unrented","tl109524",,10/09/2010,,10/09/2010,10/15/2010,09/30/2015,05/01/2015,04/30/2016,08/29/2015,10/02/2015,0,09/30/2015,09/30/2015,
"cove",,08/30/2015,10/02/2015,"026-SEAD",08/30/2015,"Notice Unrented","t0615410",,04/03/2015,04/04/2015,04/04/2015,04/20/2015,10/03/2015,04/20/2015,05/19/2016,08/30/2015,09/29/2015,0,10/03/2015,10/03/2015,
"cove",,08/30/2015,09/04/2015,"015-GNWD",08/30/2015,"Vacant Rented Ready","t0008694",,08/30/2015,08/30/2015,,09/05/2015,,09/05/2015,09/04/2016,,,1,06/13/2015,06/13/2015,
"lark",,08/30/2015,08/30/2015,"160-2132",08/30/2015,"Vacant Unrented Not Ready","tn134417",,06/19/2012,,06/19/2012,07/06/2012,06/30/2015,07/06/2014,07/05/2015,06/05/2015,06/30/2015,0,08/30/2015,06/30/2015,
"lark",,08/30/2015,09/02/2015,"160-2132",08/30/2015,"Vacant Rented Not Ready","t0621925",,08/24/2015,08/30/2015,,11/07/2015,,11/07/2015,11/06/2016,,,0,08/30/2015,06/30/2015,
"lark",,08/17/2015,08/29/2015,"300-0118",08/30/2015,"Vacant Unrented Ready","t0000287",,09/07/2014,09/07/2014,09/08/2014,09/09/2014,08/03/2015,09/09/2014,09/08/2015,07/05/2015,08/03/2015,-1,08/03/2015,08/03/2015,
"lark",,08/30/2015,09/02/2015,"300-0118",08/30/2015,"Vacant Rented Ready","t0624399",,08/30/2015,08/30/2015,,09/03/2015,,09/03/2015,09/02/2016,,,-1,08/03/2015,08/03/2015,
"lark",,08/31/2015,02/22/2016,"140-2153",08/31/2015,"Vacant Unrented Ready","t0003157",,07/06/2014,07/13/2014,07/13/2014,08/11/2014,08/19/2015,08/11/2014,08/10/2015,07/25/2015,08/19/2015,-1,08/19/2015,08/31/2015,
"lark",,08/31/2015,11/03/2015,"300-0121",08/31/2015,"Occupied No Notice","t0624659",,08/22/2015,08/22/2015,08/22/2015,08/31/2015,,08/31/2015,11/30/2015,,,-1,11/30/2015,07/30/2015,
"cove",,08/31/2015,09/10/2015,"140-BARB",08/31/2015,"Notice Unrented","t0617878",,06/12/2015,06/13/2015,06/13/2015,06/14/2015,09/11/2015,06/14/2015,08/31/2015,08/31/2015,09/10/2015,0,09/11/2015,09/11/2015,
"cove",,08/31/2015,08/31/2015,"021-SEAD",08/31/2015,"Vacant Rented Not Ready","t0007840",,08/29/2015,08/29/2015,08/30/2015,09/08/2015,,09/08/2015,09/07/2016,,,0,08/31/2015,08/31/2015,
"lark",,08/31/2015,08/31/2015,"150-2225",08/31/2015,"Vacant Unrented Not Ready","tn122879",,06/22/2012,,06/22/2012,07/02/2012,07/28/2015,06/29/2014,07/28/2015,06/26/2015,07/28/2015,0,08/31/2015,07/28/2015,
"cove",,08/31/2015,08/31/2015,"009-CHAN",08/31/2015,"Vacant Unrented Not Ready","tc000041",,01/20/2013,,01/20/2013,04/01/2008,11/15/2014,01/20/2013,01/15/2014,10/20/2014,11/15/2014,0,08/31/2015,11/15/2014,
"cove",,08/31/2015,09/18/2015,"009-CHAN",08/31/2015,"Vacant Unrented Ready","tc000041",,01/20/2013,,01/20/2013,04/01/2008,11/15/2014,01/20/2013,01/15/2014,10/20/2014,08/31/2015,-1,08/31/2015,08/31/2015,
"cove",,08/31/2015,08/31/2015,"010-CHAN",08/31/2015,"Vacant Unrented Not Ready","t0000205",,04/16/2014,04/16/2014,04/16/2014,05/01/2014,02/02/2015,05/01/2014,12/31/2014,01/15/2015,02/02/2015,0,08/31/2015,02/02/2015,
"cove",,08/31/2015,10/24/2015,"010-CHAN",08/31/2015,"Vacant Unrented Ready","t0000205",,04/16/2014,04/16/2014,04/16/2014,05/01/2014,02/02/2015,05/01/2014,12/31/2014,01/15/2015,08/31/2015,-1,08/31/2015,08/31/2015,
"cove",,08/31/2015,08/31/2015,"011-CHAN",08/31/2015,"Vacant Unrented Not Ready","tc000052",,09/15/2013,,09/15/2013,09/08/2000,12/06/2014,09/15/2013,09/29/2014,11/01/2014,12/06/2014,0,08/31/2015,12/06/2014,
"cove",,08/31/2015,11/01/2015,"011-CHAN",08/31/2015,"Vacant Unrented Ready","tc000052",,09/15/2013,,09/15/2013,09/08/2000,12/06/2014,09/15/2013,09/29/2014,11/01/2014,08/31/2015,-1,08/31/2015,08/31/2015,
"cove",,08/31/2015,08/31/2015,"012-CHAN",08/31/2015,"Vacant Unrented Not Ready","tc000058",,05/12/2013,,05/12/2013,05/15/2009,12/22/2014,05/12/2013,05/07/2014,11/21/2014,12/22/2014,0,08/31/2015,12/22/2014,
"cove",,08/31/2015,09/01/2015,"012-CHAN",08/31/2015,"Vacant Unrented Ready","tc000058",,05/12/2013,,05/12/2013,05/15/2009,12/22/2014,05/12/2013,05/07/2014,11/21/2014,08/31/2015,-1,08/31/2015,08/31/2015,
"cove",,08/31/2015,08/31/2015,"014-CHAN",08/31/2015,"Vacant Unrented Not Ready","tc000064",,05/23/2013,,05/23/2013,06/01/2009,04/01/2015,05/23/2013,05/18/2014,02/25/2015,04/01/2015,0,08/31/2015,04/01/2015,
"cove",,08/31/2015,09/15/2015,"014-CHAN",08/31/2015,"Vacant Unrented Ready","tc000064",,05/23/2013,,05/23/2013,06/01/2009,04/01/2015,05/23/2013,05/18/2014,02/25/2015,08/31/2015,-1,08/31/2015,08/31/2015,
"cove",,08/31/2015,08/31/2015,"015-CHAN",08/31/2015,"Vacant Unrented Not Ready","t0002141",,03/01/2014,03/01/2014,03/01/2014,03/15/2014,03/14/2015,03/15/2014,03/14/2015,12/14/2014,03/14/2015,0,08/31/2015,03/14/2015,
"cove",,08/31/2015,10/19/2015,"015-CHAN",08/31/2015,"Vacant Unrented Ready","t0002141",,03/01/2014,03/01/2014,03/01/2014,03/15/2014,03/14/2015,03/15/2014,03/14/2015,12/14/2014,08/31/2015,-1,08/31/2015,08/31/2015,
"cove",,08/31/2015,08/31/2015,"016-CHAN",08/31/2015,"Vacant Unrented Not Ready","tc000076",,09/04/2013,,09/04/2013,06/29/2002,02/23/2015,09/04/2013,08/31/2014,01/13/2015,02/23/2015,0,08/31/2015,02/23/2015,
"cove",,08/31/2015,10/18/2015,"016-CHAN",08/31/2015,"Vacant Unrented Ready","tc000076",,09/04/2013,,09/04/2013,06/29/2002,02/23/2015,09/04/2013,08/31/2014,01/13/2015,08/31/2015,-1,08/31/2015,08/31/2015,
"lark",,08/31/2015,08/31/2015,"150-2225",08/31/2015,"Vacant Rented Not Ready","t0623684",,08/05/2015,08/31/2015,,10/05/2015,,10/05/2015,10/04/2016,,,0,08/31/2015,07/28/2015,
"cove",,08/31/2015,08/31/2015,"017-CHAN",08/31/2015,"Vacant Unrented Not Ready","tc000082",,01/20/2013,,01/20/2013,07/25/2008,12/09/2014,01/20/2013,01/15/2014,11/12/2014,12/09/2014,0,08/31/2015,12/09/2014,
"cove",,08/31/2015,09/17/2015,"017-CHAN",08/31/2015,"Vacant Unrented Ready","tc000082",,01/20/2013,,01/20/2013,07/25/2008,12/09/2014,01/20/2013,01/15/2014,11/12/2014,08/31/2015,-1,08/31/2015,08/31/2015,
"lark",,08/31/2015,08/31/2015,"160-2241",08/31/2015,"Vacant Unrented Not Ready","tn143595",,04/29/2013,,04/29/2013,05/25/2013,08/31/2015,05/25/2014,08/31/2015,07/19/2015,08/31/2015,0,08/31/2015,08/31/2015,
"lark",,08/31/2015,10/08/2015,"150-2225",08/31/2015,"Down",,,,,,,,,,,07/28/2015,0,,07/28/2015,
"lark",,08/31/2015,08/31/2015,"180-2145",08/31/2015,"Vacant Unrented Not Ready","tn131919",,04/14/2012,,04/14/2012,04/15/2012,08/31/2015,01/05/2015,07/04/2015,08/01/2015,08/31/2015,0,08/31/2015,08/31/2015,
"cove",,08/31/2015,02/25/2016,"126-BARB",08/31/2015,"Down",,,,,,,,,,,07/20/2015,0,,07/20/2015,
"cove",,08/31/2015,02/25/2016,"127-BARB",08/31/2015,"Down",,,,,,,,,,,07/16/2015,0,,07/16/2015,
"cove",,08/31/2015,02/25/2016,"128-BARB",08/31/2015,"Down",,,,,,,,,,,08/24/2015,0,,08/24/2015,
"cove",,08/31/2015,02/25/2016,"129-BARB",08/31/2015,"Down",,,,,,,,,,,08/20/2015,0,,08/20/2015,
"cove",,08/31/2015,02/25/2016,"130-BARB",08/31/2015,"Down",,,,,,,,,,,08/07/2015,0,,08/07/2015,
"cove",,08/31/2015,02/25/2016,"131-BARB",08/31/2015,"Down",,,,,,,,,,,08/16/2015,0,,08/16/2015,
"cove",,08/31/2015,09/16/2015,"136-BARB",08/31/2015,"Vacant Unrented Not Ready","tc000095",,03/02/2014,,03/02/2014,04/12/2014,08/31/2015,04/12/2014,09/30/2014,07/20/2015,08/31/2015,0,08/31/2015,08/31/2015,
"cove",,08/31/2015,02/25/2016,"132-BARB",08/31/2015,"Down",,,,,,,,,,,08/23/2015,0,,08/23/2015,
"cove",,08/31/2015,02/25/2016,"133-BARB",08/31/2015,"Down",,,,,,,,,,,05/05/2015,0,,05/05/2015,
"cove",,08/31/2015,02/25/2016,"135-BARB",08/31/2015,"Down",,,,,,,,,,,07/31/2015,0,,07/31/2015,
"lark",,08/31/2015,09/16/2015,"130-0154",08/31/2015,"Notice Rented","t0625362",,08/31/2015,08/31/2015,,09/25/2015,,09/24/2015,03/23/2016,,09/17/2015,0,09/15/2015,,
"lark",,08/30/2015,08/30/2015,"250-0168",09/01/2015,"Vacant Unrented Not Ready","tn139969",,10/30/2012,,10/30/2012,11/05/2012,08/30/2015,11/05/2014,11/04/2015,07/22/2015,08/30/2015,0,08/30/2015,08/30/2015,
"lark",,08/30/2015,08/30/2015,"250-0168",09/01/2015,"Notice Unrented","tn139969",,10/30/2012,,10/30/2012,11/05/2012,08/31/2015,11/05/2014,11/04/2015,07/22/2015,08/30/2015,0,08/31/2015,08/31/2015,
"lark",,08/31/2015,09/09/2015,"250-0168",09/01/2015,"Vacant Unrented Not Ready","tn139969",,10/30/2012,,10/30/2012,11/05/2012,08/31/2015,11/05/2014,11/04/2015,07/22/2015,08/31/2015,0,08/31/2015,08/31/2015,
"lark",,08/31/2015,08/30/2015,"900-0245",09/01/2015,"Vacant Unrented Not Ready","t0007492",,05/16/2015,05/16/2015,05/16/2015,05/29/2015,08/31/2015,05/29/2015,08/28/2015,08/12/2015,08/31/2015,0,08/31/2015,08/31/2015,
"lark",,09/01/2015,09/05/2015,"210-2205",09/01/2015,"Vacant Unrented Not Ready","t0007447",,04/10/2015,04/10/2015,04/10/2015,05/01/2015,09/01/2015,05/01/2015,07/31/2015,07/17/2015,09/01/2015,0,09/01/2015,09/01/2015,
"lark",,09/01/2015,04/26/2016,"230-0274",09/01/2015,"Occupied No Notice","t0007832",,08/25/2015,08/25/2015,08/26/2015,09/01/2015,,03/01/2016,05/31/2016,,,-1,05/23/2016,08/14/2015,
"cove",,09/01/2015,09/04/2015,"137-BARB",09/01/2015,"Notice Unrented","tc000182",,02/18/2015,,02/18/2015,02/19/2015,09/05/2015,02/19/2015,08/18/2015,09/01/2015,09/05/2015,0,09/05/2015,09/05/2015,
"cove",,09/01/2015,09/24/2015,"024-SEAD",09/01/2015,"Notice Rented","t0625339",,09/01/2015,09/01/2015,,10/01/2015,,10/01/2015,09/30/2016,,,0,09/25/2015,09/25/2015,
"cove",,09/01/2015,10/06/2015,"032-GNWD",09/01/2015,"Notice Unrented","tl000937",,09/21/2014,09/21/2014,09/21/2014,10/08/2014,10/07/2015,10/08/2014,10/07/2015,09/01/2015,10/07/2015,0,10/07/2015,10/07/2015,
"lark",,09/01/2015,09/01/2015,"300-0308",09/01/2015,"Vacant Unrented Not Ready","t0614144",,12/12/2014,12/12/2014,12/13/2014,01/09/2015,09/01/2015,01/09/2015,07/08/2015,08/03/2015,09/01/2015,0,09/01/2015,09/01/2015,
"lark",,08/30/2015,,"300-0221",09/01/2015,"Occupied No Notice","t0624432",,08/17/2015,08/19/2015,08/19/2015,08/30/2015,,08/30/2016,08/29/2017,,,-1,,08/27/2015,
"cove",,09/01/2015,08/14/2016,"049-BARB",09/01/2015,"Occupied No Notice","t0007818",,08/16/2015,08/16/2015,08/16/2015,09/01/2015,,09/01/2015,09/30/2016,,,-1,09/22/2016,07/22/2015,
"cove",,09/01/2015,04/11/2016,"028-GNWD",09/01/2015,"Occupied No Notice","t0008463",,08/17/2015,08/18/2015,08/20/2015,09/01/2015,,09/01/2015,09/30/2016,,,-1,,07/31/2015,
"cove",,09/01/2015,,"044-BARB",09/01/2015,"Occupied No Notice","t0007815",,08/15/2015,08/15/2015,08/16/2015,09/01/2015,,10/01/2016,09/30/2017,,,-1,,07/02/2015,
"cove",,09/01/2015,09/23/2015,"146-BARB",09/02/2015,"Vacant Unrented Not Ready","tc000268",,08/21/2013,,08/21/2013,06/01/2008,09/01/2015,08/21/2013,08/16/2014,08/24/2015,09/01/2015,0,09/01/2015,09/01/2015,
"cove",,09/01/2015,09/01/2015,"141-BARB",09/02/2015,"Vacant Unrented Not Ready","tc000263",,07/17/2013,,07/17/2013,07/10/2004,09/01/2015,07/17/2013,07/12/2014,08/20/2015,09/01/2015,0,09/01/2015,09/01/2015,
"cove",,09/01/2015,09/08/2015,"141-BARB",09/02/2015,"Notice Unrented","tc000263",,07/17/2013,,07/17/2013,07/10/2004,09/09/2015,07/17/2013,07/12/2014,08/20/2015,09/05/2015,0,09/09/2015,09/09/2015,
"lark",,09/01/2015,01/12/2016,"180-2322",09/02/2015,"Occupied No Notice","t0007833",,08/26/2015,08/26/2015,08/26/2015,09/01/2015,,09/01/2015,02/29/2016,,,-1,02/29/2016,07/27/2015,
"lark",,09/02/2015,09/08/2015,"160-2316",09/02/2015,"Vacant Rented Ready","t0007846",,09/02/2015,09/02/2015,,09/09/2015,,09/09/2015,12/08/2015,,,-1,08/16/2015,08/27/2015,
"lark",,09/01/2015,11/15/2015,"180-2252",09/02/2015,"Occupied No Notice","t0624843",,08/24/2015,08/24/2015,08/26/2015,09/01/2015,,09/01/2015,08/31/2016,,,-1,12/15/2015,08/14/2015,
"cove",,09/02/2015,09/14/2015,"012-CHAN",09/02/2015,"Vacant Rented Ready","t0007936",,08/30/2015,09/02/2015,,09/15/2015,,09/15/2015,09/14/2016,,,-1,08/31/2015,08/31/2015,
"lark",,09/03/2015,,"300-0118",09/03/2015,"Occupied No Notice","t0624399",,08/30/2015,08/30/2015,08/30/2015,09/03/2015,,09/03/2016,09/02/2017,,,-1,,08/03/2015,
"cove",,09/03/2015,02/12/2016,"001-CHAN",09/03/2015,"Vacant Unrented Ready","tc000003",,06/01/2013,,06/01/2013,06/01/2013,02/20/2015,06/01/2013,06/01/2014,01/12/2015,08/28/2015,-1,08/28/2015,08/28/2015,
"lark",,09/03/2015,09/03/2015,"160-2132",09/03/2015,"Vacant Unrented Not Ready",,,08/24/2015,08/30/2015,,,,,,,06/30/2015,0,08/30/2015,06/30/2015,
"lark",,09/03/2015,09/04/2015,"180-2246",09/03/2015,"Vacant Rented Ready","t0007847",,09/03/2015,09/03/2015,,09/05/2015,,09/05/2015,09/04/2016,,,-1,06/30/2015,06/30/2015,
"lark",,09/03/2015,09/12/2015,"210-2105",09/03/2015,"Vacant Rented Ready","t0625447",,09/03/2015,09/03/2015,,09/13/2015,,09/13/2015,09/12/2016,,,-1,07/31/2015,08/07/2015,
"lark",,08/31/2015,12/14/2015,"180-2145",08/31/2015,"Vacant Unrented Ready","tn131919",,04/14/2012,,04/14/2012,04/15/2012,08/31/2015,01/05/2015,07/04/2015,08/01/2015,08/31/2015,1,08/31/2015,08/31/2015,
"lark",,09/03/2015,09/03/2015,"500-0133",09/03/2015,"Notice Unrented","t0007566",,06/19/2015,06/20/2015,06/20/2015,06/22/2015,09/09/2015,06/22/2015,05/21/2016,09/03/2015,09/09/2015,0,09/09/2015,09/09/2015,
"lark",,08/24/2015,09/03/2015,"180-2141",08/24/2015,"Vacant Unrented Ready","t0003498",,08/16/2014,08/16/2014,08/16/2014,08/25/2014,08/24/2015,08/25/2014,08/24/2015,07/24/2015,08/24/2015,1,08/24/2015,08/24/2015,
"lark",,08/19/2015,01/31/2016,"140-2259",08/19/2015,"Vacant Unrented Ready","tn131397",,05/06/2014,,05/06/2014,05/17/2014,08/19/2015,05/22/2015,05/21/2016,07/22/2015,08/19/2015,1,08/19/2015,08/19/2015,
"lark",,09/03/2015,12/28/2015,"270-0288",09/03/2015,"Vacant Unrented Ready","t0613920",,11/29/2014,11/29/2014,12/06/2014,01/26/2015,08/28/2015,01/26/2015,07/25/2015,07/29/2015,08/28/2015,-1,08/28/2015,09/03/2015,
"lark",,09/03/2015,01/09/2016,"270-0180",09/03/2015,"Vacant Unrented Ready","t0002488",,04/16/2014,04/17/2014,04/19/2014,05/01/2014,08/21/2015,05/01/2014,06/30/2015,07/08/2015,08/21/2015,-1,08/21/2015,09/03/2015,
"lark",,09/03/2015,09/08/2015,"500-0133",09/03/2015,"Notice Rented","t0007387",,09/03/2015,09/03/2015,,09/14/2015,,09/14/2015,12/13/2015,,,0,09/09/2015,09/09/2015,
"lark",,09/04/2015,11/10/2015,"160-2132",09/04/2015,"Down",,,,,,,,,,,06/30/2015,0,,06/30/2015,
"lark",,09/04/2015,09/04/2015,"180-2141",09/04/2015,"Vacant Rented Ready","t0007848",,09/04/2015,09/04/2015,,09/05/2015,,09/05/2015,07/04/2016,,,1,08/24/2015,08/24/2015,
"lark",,09/04/2015,10/02/2015,"270-0283",09/04/2015,"Notice Unrented","t0614317",,01/18/2015,01/18/2015,01/18/2015,01/31/2015,10/03/2015,01/31/2015,04/30/2016,09/04/2015,10/01/2015,0,10/03/2015,10/03/2015,
"lark",,09/04/2015,10/05/2015,"150-2125",09/04/2015,"Notice Unrented","t0003672",,09/08/2014,09/08/2014,09/14/2014,10/05/2014,10/06/2015,10/05/2014,10/04/2015,09/04/2015,10/04/2015,0,10/06/2015,10/06/2015,
"cove",,08/31/2015,09/07/2015,"021-SEAD",08/31/2015,"Vacant Rented Ready","t0007840",,08/29/2015,08/29/2015,08/30/2015,09/08/2015,,09/08/2015,09/07/2016,,,1,08/31/2015,08/31/2015,
"lark",,09/05/2015,,"180-2246",09/05/2015,"Occupied No Notice","t0007847",,09/03/2015,09/03/2015,09/03/2015,09/05/2015,,09/05/2016,09/04/2017,,,-1,,06/30/2015,
"cove",,09/05/2015,09/16/2015,"137-BARB",09/05/2015,"Vacant Unrented Not Ready","tc000182",,02/18/2015,,02/18/2015,02/19/2015,09/05/2015,02/19/2015,08/18/2015,09/01/2015,09/05/2015,0,09/05/2015,09/05/2015,
"lark",,09/05/2015,05/30/2016,"180-2141",09/05/2015,"Occupied No Notice","t0007848",,09/04/2015,09/04/2015,09/04/2015,09/05/2015,,09/05/2015,07/04/2016,,,-1,07/01/2016,08/24/2015,
"cove",,09/05/2015,07/11/2016,"015-GNWD",09/06/2015,"Occupied No Notice","t0008694",,08/30/2015,08/30/2015,09/02/2015,09/05/2015,,09/05/2015,09/04/2016,,,-1,,06/13/2015,
"cove",,09/05/2015,,"034-BARB",09/06/2015,"Occupied No Notice","t0624608",,08/21/2015,08/23/2015,08/23/2015,09/05/2015,,09/05/2016,09/04/2017,,,-1,,12/01/2014,
"lark",,09/06/2015,09/06/2015,"210-2205",09/06/2015,"Vacant Rented Not Ready","t0625559",,09/06/2015,09/06/2015,,09/22/2015,,09/22/2015,10/21/2016,,,0,09/01/2015,09/01/2015,
"cove",,09/07/2015,10/09/2015,"030-SEAD",09/07/2015,"Notice Unrented","t0616060",,04/13/2015,04/14/2015,04/14/2015,04/15/2015,10/31/2015,08/15/2015,10/14/2015,09/07/2015,10/14/2015,0,10/31/2015,10/31/2015,
"lark",,09/07/2015,09/07/2015,"900-0141",09/08/2015,"Vacant Unrented Not Ready","tn146180",,08/18/2013,,08/18/2013,09/08/2013,09/07/2015,09/08/2014,09/07/2015,08/08/2015,09/07/2015,0,09/07/2015,09/07/2015,
"lark",,09/06/2015,09/21/2015,"210-2205",09/06/2015,"Vacant Rented Ready","t0625559",,09/06/2015,09/06/2015,,09/22/2015,,09/22/2015,10/21/2016,,,1,09/01/2015,09/06/2015,
"cove",,09/08/2015,09/08/2015,"147-BARB",09/08/2015,"Notice Unrented","t0000254",,11/01/2014,,10/24/2014,10/24/2014,09/08/2015,10/24/2014,09/02/2015,09/08/2015,09/08/2015,0,09/08/2015,09/08/2015,
"cove",,09/08/2015,09/23/2015,"147-BARB",09/08/2015,"Vacant Unrented Not Ready","t0000254",,11/01/2014,,10/24/2014,10/24/2014,09/08/2015,10/24/2014,09/02/2015,09/08/2015,09/08/2015,0,09/08/2015,09/08/2015,
"lark",,08/31/2015,01/21/2016,"160-2241",08/31/2015,"Vacant Unrented Ready","tn143595",,04/29/2013,,04/29/2013,05/25/2013,08/31/2015,05/25/2014,08/31/2015,07/19/2015,08/31/2015,1,08/31/2015,08/31/2015,
"lark",,08/24/2015,10/21/2015,"130-0253",08/24/2015,"Vacant Unrented Ready","t0000196",,04/10/2014,04/10/2014,04/11/2014,04/18/2014,08/24/2015,04/18/2014,06/17/2015,07/29/2015,08/24/2015,1,08/24/2015,08/24/2015,
"lark",,09/08/2015,10/07/2015,"160-2137",09/08/2015,"Notice Unrented","tn123657",,08/14/2011,,08/14/2011,09/01/2011,10/08/2015,09/01/2014,08/31/2015,09/08/2015,10/08/2015,0,10/08/2015,10/08/2015,
"cove",,09/08/2015,,"021-SEAD",09/08/2015,"Occupied No Notice","t0007840",,08/29/2015,08/29/2015,08/30/2015,09/08/2015,,09/08/2016,09/07/2017,,,-1,,08/31/2015,
"cove",,09/08/2015,,"028-BARB",09/08/2015,"Occupied No Notice","t0624926",,08/27/2015,08/27/2015,08/27/2015,09/08/2015,,09/08/2016,09/07/2017,,,-1,,10/27/2014,
"lark",,09/09/2015,09/27/2015,"180-2147",09/09/2015,"Vacant Unrented Not Ready","t0614831",,02/02/2015,02/04/2015,02/04/2015,02/27/2015,09/09/2015,02/27/2015,08/26/2015,07/18/2015,09/23/2015,0,09/09/2015,09/09/2015,
"lark",,09/09/2015,10/09/2015,"150-2230",09/09/2015,"Notice Unrented","tn131282",,04/20/2012,,04/20/2012,04/21/2012,10/01/2015,04/20/2015,10/19/2015,09/09/2015,10/01/2015,0,10/01/2015,10/01/2015,
"lark",,09/08/2015,09/20/2015,"140-2260",09/09/2015,"Vacant Unrented Not Ready","t0000235",,05/20/2014,05/20/2014,05/23/2014,05/23/2014,09/08/2015,05/23/2015,05/22/2016,08/28/2015,09/08/2015,0,09/08/2015,09/08/2015,
"lark",,09/09/2015,11/05/2015,"160-2316",09/09/2015,"Occupied No Notice","t0007846",,09/02/2015,09/02/2015,09/02/2015,09/09/2015,,09/09/2015,12/08/2015,,,-1,12/08/2015,08/27/2015,
"lark",,09/09/2015,09/09/2015,"190-2115",09/09/2015,"Vacant Unrented Ready","tn145627",,07/30/2013,,07/30/2013,08/03/2013,12/03/2014,08/03/2013,08/02/2014,10/10/2014,09/01/2015,1,08/29/2015,09/01/2015,
"lark",,09/09/2015,10/29/2015,"180-2148",09/09/2015,"Vacant Unrented Ready","t0003113",,06/28/2014,06/28/2014,06/28/2014,07/12/2014,08/01/2015,07/12/2014,07/11/2015,07/08/2015,08/01/2015,-1,08/26/2015,09/09/2015,
"cove",,09/09/2015,09/16/2015,"141-BARB",09/09/2015,"Vacant Unrented Not Ready","tc000263",,07/17/2013,,07/17/2013,07/10/2004,09/09/2015,07/17/2013,07/12/2014,08/20/2015,09/09/2015,0,09/09/2015,09/09/2015,
"cove",,09/09/2015,09/22/2015,"058-BARB",09/09/2015,"Vacant Rented Ready","t0007854",,09/09/2015,09/09/2015,,09/23/2015,,09/23/2015,09/22/2016,,,-1,07/22/2015,07/22/2015,
"lark",,08/28/2015,09/26/2015,"900-0136",08/28/2015,"Vacant Unrented Ready","t0003403",,08/03/2014,08/05/2014,08/12/2014,09/14/2014,08/28/2015,09/14/2014,09/13/2015,07/15/2015,08/28/2015,1,08/28/2015,08/28/2015,
"lark",,09/09/2015,09/13/2015,"500-0133",09/10/2015,"Vacant Rented Not Ready","t0007387",,09/03/2015,09/03/2015,09/04/2015,09/14/2015,,09/14/2015,12/13/2015,,,0,09/09/2015,09/09/2015,
"lark",,09/10/2015,09/21/2015,"250-0168",09/10/2015,"Vacant Rented Not Ready","t0007856",,09/10/2015,09/10/2015,,10/01/2015,,10/01/2015,10/31/2016,,,0,08/31/2015,08/31/2015,
"lark",,09/10/2015,09/10/2015,"100-0205",09/10/2015,"Vacant Unrented Not Ready","t0000240",,06/03/2014,,06/03/2014,06/29/2014,05/31/2015,06/29/2014,05/28/2015,05/06/2015,05/31/2015,0,09/10/2015,05/31/2015,
"lark",,09/10/2015,09/10/2015,"100-0205",09/10/2015,"Vacant Rented Not Ready","t0007857",,09/10/2015,09/10/2015,,10/03/2015,,10/03/2015,10/02/2016,,,0,09/10/2015,05/31/2015,
